"filename", "language", "Properties", "XML", "GDScript", "GDResource", "Markdown", "GDScene", "HTML", "JavaScript", "gdshader", "JSON", "WebAssembly Text Format", "comment", "blank", "total"
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\char_edit_section_general.gd", "GDScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 54
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\char_edit_section_general.tscn", "GDScene", 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 20, 115
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\char_edit_section_portraits.gd", "GDScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 78
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\char_edit_section_portraits.tscn", "GDScene", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 11, 60
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\character_editor.gd", "GDScript", 0, 0, 473, 0, 0, 0, 0, 0, 0, 0, 0, 47, 169, 689
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\character_editor.tscn", "GDScene", 0, 0, 0, 0, 0, 391, 0, 0, 0, 0, 0, 0, 66, 457
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\character_editor_main_settings_section.gd", "GDScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 42
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\character_editor_portrait_settings_section.gd", "GDScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 49
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\character_editor_portrait_tree.gd", "GDScript", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37, 143
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\portrait_scene_browser.gd", "GDScript", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 127
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\CharacterEditor\portrait_scene_browser.tscn", "GDScene", 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 41, 261
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\BrowserItem.gd", "GDScript", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 87
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\BrowserItem.tscn", "GDScene", 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 17, 155
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\DCSS.gd", "GDScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 48
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\ReferenceManager_AddReplacementPanel.gd", "GDScript", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 120
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\TitleBgStylebox.tres", "GDResource", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\broken_reference_manager.gd", "GDScript", 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 2, 85, 364
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\hint_tooltip_icon.gd", "GDScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\hint_tooltip_icon.tscn", "GDScene", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\reference_manager.gd", "GDScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\reference_manager.tscn", "GDScene", 0, 0, 0, 0, 0, 271, 0, 0, 0, 0, 0, 0, 54, 325
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\reference_manager_window.gd", "GDScript", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 15, 46, 192
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\side_bar.tscn", "GDScene", 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 34, 212
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\sidebar.gd", "GDScript", 0, 0, 371, 0, 0, 0, 0, 0, 0, 0, 0, 30, 129, 530
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\toolbar.gd", "GDScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 50
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\unique_identifiers_manager.gd", "GDScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 96
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\update_install_window.gd", "GDScript", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42, 181
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\update_install_window.tscn", "GDScene", 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 49, 309
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Common\update_manager.gd", "GDScript", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 7, 55, 191
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\BranchEnd.gd", "GDScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 86
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\BranchEnd.tscn", "GDScene", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 9, 49
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\EventBlock\event_block.gd", "GDScript", 0, 0, 275, 0, 0, 0, 0, 0, 0, 0, 0, 52, 94, 421
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\EventBlock\event_block.tscn", "GDScene", 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 19, 134
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\EventBlock\event_right_click_menu.gd", "GDScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\array_part.gd", "GDScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 29
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\array_part.tscn", "GDScene", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 9, 40
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\dictionary_part.gd", "GDScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 45
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\dictionary_part.tscn", "GDScene", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 11, 55
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_array.gd", "GDScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 49
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_array.tscn", "GDScene", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_audio_preview.gd", "GDScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 53
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_audio_preview.tscn", "GDScene", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_bool_button.gd", "GDScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_bool_button.tscn", "GDScene", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_bool_check.gd", "GDScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 31
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_bool_check.tscn", "GDScene", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_color.gd", "GDScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 31
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_color.tscn", "GDScene", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_condition.gd", "GDScript", 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 5, 52, 268
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_condition.tscn", "GDScene", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 20, 102
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_dictionary.gd", "GDScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 61
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_dictionary.tscn", "GDScene", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 7, 29
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_file.gd", "GDScript", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 16, 47, 140
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_file.tscn", "GDScene", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 17, 88
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_flex_value.gd", "GDScript", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31, 155
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_flex_value.tscn", "GDScene", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_number.gd", "GDScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 14, 52, 200
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_number.tscn", "GDScene", 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 17, 161
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_options_dynamic.gd", "GDScript", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73, 290
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_options_dynamic.tscn", "GDScene", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 18, 136
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_options_fixed.gd", "GDScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 63
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_options_fixed.tscn", "GDScene", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_text_multiline.gd", "GDScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 20, 31, 75
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_text_multiline.tscn", "GDScene", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_text_singleline.gd", "GDScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 41
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_text_singleline.tscn", "GDScene", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_vector2.gd", "GDScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 27
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_vector2.tscn", "GDScene", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 5, 30
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_vector3.gd", "GDScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 29
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_vector3.tscn", "GDScene", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_vector4.gd", "GDScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 31
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_vector4.tscn", "GDScene", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\Fields\field_vector_base.gd", "GDScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\event_field.gd", "GDScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 36
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\InputFieldsStyle.tres", "GDResource", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 4, 51
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\ResourceMenuHover.tres", "GDResource", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\ResourceMenuNormal.tres", "GDResource", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\ResourceMenuPanelBackground.tres", "GDResource", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\SectionPanel.tres", "GDResource", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\SimpleButtonHover.tres", "GDResource", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\SimpleButtonNormal.tres", "GDResource", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\TextBackground.tres", "GDResource", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\selected_styleboxflat.tres", "GDResource", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Events\styles\unselected_stylebox.tres", "GDResource", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\HomePage\home_page.gd", "GDScript", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 87
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\HomePage\home_page.tscn", "GDScene", 0, 0, 0, 0, 0, 322, 0, 0, 0, 0, 0, 0, 52, 374
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\HomePage\icon_bg.png.import", "GDResource", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\default.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\default.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\divide.svg", "XML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\divide.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\join.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\join.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\leave.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\leave.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\minus.svg", "XML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\minus.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\multiply.svg", "XML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\multiply.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\plus.svg", "XML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\plus.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\set.svg", "XML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\set.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\update.svg", "XML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Dropdown\update.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Interactable\decrement_icon.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Interactable\decrement_icon.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Interactable\increment_icon.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Interactable\increment_icon.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\add-folder.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\add-folder.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\close-icon.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\close-icon.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\closed-icon.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\closed-icon.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\expand-icon.svg", "XML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\expand-icon.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\open-icon.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\open-icon.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\variable.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\variable.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\variable_icon.png.import", "GDResource", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\warning.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Pieces\warning.svg.import", "GDResource", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\nightscratch\Documents\rpg-game\addons\dialogic\Editor\Images\Resources\character.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
